day;month;year;cases;deaths;contry
10;12;2020;27;0;Liechtenstein
9;12;2020;16;0;Liechtenstein
8;12;2020;35;1;Liechtenstein
7;12;2020;0;0;Liechtenstein
6;12;2020;0;0;Liechtenstein
5;12;2020;12;0;Liechtenstein
4;12;2020;40;0;Liechtenstein
3;12;2020;0;1;Liechtenstein
2;12;2020;42;0;Liechtenstein
1;12;2020;29;0;Liechtenstein
14;12;2020;1920;10;Lithuania
13;12;2020;2849;24;Lithuania
12;12;2020;3303;27;Lithuania
11;12;2020;3066;29;Lithuania
10;12;2020;3327;31;Lithuania
9;12;2020;3130;31;Lithuania
8;12;2020;1390;36;Lithuania
7;12;2020;1387;11;Lithuania
6;12;2020;2219;15;Lithuania
5;12;2020;2848;21;Lithuania
4;12;2020;2516;26;Lithuania
3;12;2020;2445;17;Lithuania
2;12;2020;2106;28;Lithuania
1;12;2020;1190;13;Lithuania
14;12;2020;517;4;Luxembourg
13;12;2020;718;8;Luxembourg
12;12;2020;1173;15;Luxembourg
11;12;2020;0;0;Luxembourg
10;12;2020;388;9;Luxembourg
9;12;2020;261;7;Luxembourg
8;12;2020;531;3;Luxembourg
7;12;2020;667;5;Luxembourg
6;12;2020;588;6;Luxembourg
5;12;2020;627;5;Luxembourg
4;12;2020;673;4;Luxembourg
3;12;2020;451;9;Luxembourg
2;12;2020;140;9;Luxembourg
1;12;2020;565;6;Luxembourg
14;12;2020;0;0;Madagascar
13;12;2020;0;0;Madagascar
12;12;2020;0;0;Madagascar
11;12;2020;0;0;Madagascar
10;12;2020;125;3;Madagascar
9;12;2020;0;0;Madagascar
8;12;2020;0;0;Madagascar
7;12;2020;0;0;Madagascar
6;12;2020;0;0;Madagascar
5;12;2020;0;0;Madagascar
4;12;2020;172;4;Madagascar
3;12;2020;0;0;Madagascar
2;12;2020;0;0;Madagascar
1;12;2020;0;0;Madagascar
14;12;2020;3;1;Malawi
13;12;2020;8;0;Malawi
12;12;2020;2;0;Malawi
11;12;2020;2;0;Malawi
10;12;2020;0;0;Malawi
9;12;2020;0;1;Malawi
8;12;2020;0;0;Malawi
7;12;2020;2;0;Malawi
6;12;2020;2;0;Malawi
5;12;2020;4;0;Malawi
4;12;2020;3;0;Malawi
3;12;2020;12;0;Malawi
2;12;2020;0;0;Malawi
1;12;2020;3;0;Malawi
14;12;2020;1229;4;Malaysia
13;12;2020;1937;9;Malaysia
12;12;2020;1810;6;Malaysia
11;12;2020;2234;3;Malaysia
10;12;2020;959;5;Malaysia
9;12;2020;1012;4;Malaysia
8;12;2020;1600;2;Malaysia
7;12;2020;1335;2;Malaysia
6;12;2020;1123;4;Malaysia
5;12;2020;1141;0;Malaysia
4;12;2020;1075;11;Malaysia
3;12;2020;851;2;Malaysia
2;12;2020;1472;3;Malaysia
1;12;2020;1212;3;Malaysia
14;12;2020;20;0;Maldives
13;12;2020;22;0;Maldives
12;12;2020;18;1;Maldives
11;12;2020;34;0;Maldives
10;12;2020;26;0;Maldives
9;12;2020;35;0;Maldives
8;12;2020;15;0;Maldives
7;12;2020;39;0;Maldives
6;12;2020;16;0;Maldives
5;12;2020;37;0;Maldives
4;12;2020;36;0;Maldives
3;12;2020;21;0;Maldives
2;12;2020;38;1;Maldives
1;12;2020;17;0;Maldives
14;12;2020;93;5;Mali
13;12;2020;72;4;Mali
12;12;2020;73;1;Mali
11;12;2020;134;4;Mali
10;12;2020;152;5;Mali
9;12;2020;0;0;Mali
8;12;2020;155;11;Mali
7;12;2020;73;1;Mali
6;12;2020;124;0;Mali
5;12;2020;58;1;Mali
4;12;2020;43;1;Mali
3;12;2020;75;1;Mali
2;12;2020;52;4;Mali
1;12;2020;51;7;Mali
14;12;2020;0;0;Malta
13;12;2020;121;0;Malta
12;12;2020;96;2;Malta
11;12;2020;106;4;Malta
10;12;2020;79;3;Malta
9;12;2020;40;2;Malta
8;12;2020;139;4;Malta
7;12;2020;97;2;Malta
6;12;2020;103;0;Malta
5;12;2020;123;1;Malta
4;12;2020;96;2;Malta
3;12;2020;126;5;Malta
2;12;2020;102;4;Malta
1;12;2020;121;4;Malta
14;12;2020;0;0;Marshall_Islands
13;12;2020;0;0;Marshall_Islands
12;12;2020;0;0;Marshall_Islands
11;12;2020;0;0;Marshall_Islands
10;12;2020;0;0;Marshall_Islands
9;12;2020;0;0;Marshall_Islands
8;12;2020;0;0;Marshall_Islands
7;12;2020;0;0;Marshall_Islands
6;12;2020;0;0;Marshall_Islands
5;12;2020;0;0;Marshall_Islands
4;12;2020;0;0;Marshall_Islands
3;12;2020;0;0;Marshall_Islands
2;12;2020;0;0;Marshall_Islands
1;12;2020;0;0;Marshall_Islands
14;12;2020;0;0;Mauritania
13;12;2020;512;12;Mauritania
12;12;2020;0;0;Mauritania
11;12;2020;392;13;Mauritania
10;12;2020;197;3;Mauritania
9;12;2020;163;6;Mauritania
8;12;2020;806;11;Mauritania
7;12;2020;0;0;Mauritania
6;12;2020;0;0;Mauritania
5;12;2020;0;0;Mauritania
4;12;2020;0;0;Mauritania
3;12;2020;0;0;Mauritania
2;12;2020;109;0;Mauritania
1;12;2020;52;2;Mauritania
14;12;2020;0;0;Mauritius
13;12;2020;0;0;Mauritius
12;12;2020;0;0;Mauritius
11;12;2020;0;0;Mauritius
10;12;2020;0;0;Mauritius
9;12;2020;10;0;Mauritius
8;12;2020;0;0;Mauritius
7;12;2020;0;0;Mauritius
6;12;2020;0;0;Mauritius
5;12;2020;0;0;Mauritius
4;12;2020;0;0;Mauritius
3;12;2020;0;0;Mauritius
2;12;2020;1;0;Mauritius
1;12;2020;3;0;Mauritius
14;12;2020;8608;249;Mexico
13;12;2020;12057;685;Mexico
12;12;2020;12253;693;Mexico
11;12;2020;11897;671;Mexico
10;12;2020;21974;781;Mexico
9;12;2020;1006;800;Mexico
8;12;2020;6399;357;Mexico
7;12;2020;7455;261;Mexico
6;12;2020;11625;593;Mexico
5;12;2020;12127;690;Mexico
4;12;2020;11030;608;Mexico
3;12;2020;11251;800;Mexico
2;12;2020;8819;825;Mexico
1;12;2020;6472;285;Mexico
14;12;2020;795;25;Moldova
13;12;2020;1459;26;Moldova
12;12;2020;1579;21;Moldova
11;12;2020;1715;19;Moldova
10;12;2020;1766;21;Moldova
9;12;2020;1709;22;Moldova
8;12;2020;860;19;Moldova
7;12;2020;1078;16;Moldova
6;12;2020;1728;19;Moldova
5;12;2020;1522;21;Moldova
4;12;2020;1727;20;Moldova
3;12;2020;1717;20;Moldova
2;12;2020;1499;19;Moldova
1;12;2020;347;14;Moldova
14;12;2020;0;0;Monaco
13;12;2020;9;0;Monaco
12;12;2020;2;0;Monaco
11;12;2020;2;0;Monaco
10;12;2020;7;0;Monaco
9;12;2020;7;0;Monaco
8;12;2020;3;0;Monaco
7;12;2020;1;0;Monaco
6;12;2020;7;0;Monaco
5;12;2020;0;0;Monaco
4;12;2020;9;0;Monaco
3;12;2020;4;0;Monaco
2;12;2020;8;0;Monaco
1;12;2020;1;0;Monaco
14;12;2020;5;0;Mongolia
13;12;2020;1;0;Mongolia
12;12;2020;1;0;Mongolia
11;12;2020;7;0;Mongolia
10;12;2020;5;0;Mongolia
9;12;2020;5;0;Mongolia
8;12;2020;1;0;Mongolia
7;12;2020;38;0;Mongolia
6;12;2020;7;0;Mongolia
5;12;2020;11;0;Mongolia
4;12;2020;12;0;Mongolia
3;12;2020;7;0;Mongolia
2;12;2020;11;0;Mongolia
1;12;2020;10;0;Mongolia
14;12;2020;478;4;Montenegro
13;12;2020;402;9;Montenegro
12;12;2020;381;3;Montenegro
11;12;2020;558;10;Montenegro
10;12;2020;454;7;Montenegro
9;12;2020;591;6;Montenegro
8;12;2020;316;10;Montenegro
7;12;2020;367;3;Montenegro
6;12;2020;412;8;Montenegro
5;12;2020;535;6;Montenegro
4;12;2020;581;6;Montenegro
3;12;2020;502;6;Montenegro
2;12;2020;584;5;Montenegro
1;12;2020;384;12;Montenegro
14;12;2020;0;0;Montserrat
13;12;2020;0;0;Montserrat
12;12;2020;0;0;Montserrat
11;12;2020;0;0;Montserrat
10;12;2020;0;0;Montserrat
9;12;2020;0;0;Montserrat
8;12;2020;0;0;Montserrat
7;12;2020;0;0;Montserrat
6;12;2020;0;0;Montserrat
5;12;2020;0;0;Montserrat
4;12;2020;0;0;Montserrat
3;12;2020;0;0;Montserrat
2;12;2020;0;0;Montserrat
1;12;2020;0;0;Montserrat
14;12;2020;2012;35;Morocco
13;12;2020;3033;47;Morocco
12;12;2020;3035;50;Morocco
11;12;2020;3345;65;Morocco
10;12;2020;4096;57;Morocco
9;12;2020;2900;50;Morocco
8;12;2020;1531;75;Morocco
7;12;2020;2919;61;Morocco
6;12;2020;4118;48;Morocco
5;12;2020;3996;73;Morocco
4;12;2020;4434;78;Morocco
3;12;2020;4346;70;Morocco
2;12;2020;3508;69;Morocco
1;12;2020;2533;57;Morocco
14;12;2020;142;2;Mozambique
13;12;2020;132;1;Mozambique
12;12;2020;159;0;Mozambique
11;12;2020;81;1;Mozambique
10;12;2020;67;2;Mozambique
9;12;2020;47;0;Mozambique
8;12;2020;82;3;Mozambique
7;12;2020;111;0;Mozambique
6;12;2020;95;0;Mozambique
5;12;2020;120;1;Mozambique
4;12;2020;52;0;Mozambique
3;12;2020;96;1;Mozambique
2;12;2020;69;0;Mozambique
1;12;2020;88;1;Mozambique
14;12;2020;1127;23;Myanmar
13;12;2020;1352;25;Myanmar
12;12;2020;1376;19;Myanmar
11;12;2020;1321;27;Myanmar
10;12;2020;1427;23;Myanmar
9;12;2020;1308;19;Myanmar
8;12;2020;1276;22;Myanmar
7;12;2020;1108;29;Myanmar
6;12;2020;1527;22;Myanmar
5;12;2020;1502;31;Myanmar
4;12;2020;1418;30;Myanmar
3;12;2020;1411;26;Myanmar
2;12;2020;1476;31;Myanmar
1;12;2020;1227;23;Myanmar
14;12;2020;267;0;Namibia
13;12;2020;172;0;Namibia
12;12;2020;324;2;Namibia
11;12;2020;301;3;Namibia
10;12;2020;174;2;Namibia
9;12;2020;79;1;Namibia
8;12;2020;141;0;Namibia
7;12;2020;128;0;Namibia
6;12;2020;146;0;Namibia
5;12;2020;205;1;Namibia
4;12;2020;122;0;Namibia
3;12;2020;61;0;Namibia
2;12;2020;36;0;Namibia
1;12;2020;35;0;Namibia
14;12;2020;830;9;Nepal
13;12;2020;899;15;Nepal
12;12;2020;1044;11;Nepal
11;12;2020;1217;12;Nepal
10;12;2020;1056;14;Nepal
9;12;2020;1382;23;Nepal
8;12;2020;1014;20;Nepal
7;12;2020;1096;17;Nepal
6;12;2020;1024;10;Nepal
5;12;2020;1272;16;Nepal
4;12;2020;1343;13;Nepal
3;12;2020;2794;9;Nepal
2;12;2020;0;21;Nepal
1;12;2020;1474;29;Nepal
14;12;2020;9868;29;Netherlands
13;12;2020;9071;53;Netherlands
12;12;2020;8827;63;Netherlands
11;12;2020;8709;61;Netherlands
10;12;2020;6524;66;Netherlands
9;12;2020;6139;71;Netherlands
8;12;2020;7055;17;Netherlands
7;12;2020;6769;25;Netherlands
6;12;2020;6520;39;Netherlands
5;12;2020;5867;58;Netherlands
4;12;2020;5603;61;Netherlands
3;12;2020;4917;66;Netherlands
2;12;2020;4042;62;Netherlands
1;12;2020;4562;27;Netherlands
14;12;2020;0;0;New_Caledonia
13;12;2020;0;0;New_Caledonia
12;12;2020;0;0;New_Caledonia
11;12;2020;0;0;New_Caledonia
10;12;2020;0;0;New_Caledonia
9;12;2020;1;0;New_Caledonia
8;12;2020;0;0;New_Caledonia
7;12;2020;0;0;New_Caledonia
6;12;2020;0;0;New_Caledonia
5;12;2020;0;0;New_Caledonia
4;12;2020;1;0;New_Caledonia
3;12;2020;1;0;New_Caledonia
2;12;2020;0;0;New_Caledonia
1;12;2020;1;0;New_Caledonia
14;12;2020;0;0;New_Zealand
13;12;2020;4;0;New_Zealand
12;12;2020;0;0;New_Zealand
11;12;2020;4;0;New_Zealand
10;12;2020;0;0;New_Zealand
9;12;2020;3;0;New_Zealand
8;12;2020;6;0;New_Zealand
7;12;2020;1;0;New_Zealand
6;12;2020;0;0;New_Zealand
5;12;2020;9;0;New_Zealand
4;12;2020;0;0;New_Zealand
3;12;2020;9;0;New_Zealand
2;12;2020;1;0;New_Zealand
1;12;2020;3;0;New_Zealand
14;12;2020;0;0;Nicaragua
13;12;2020;0;0;Nicaragua
12;12;2020;0;0;Nicaragua
11;12;2020;0;0;Nicaragua
10;12;2020;0;0;Nicaragua
9;12;2020;49;1;Nicaragua
8;12;2020;0;0;Nicaragua
7;12;2020;0;0;Nicaragua
6;12;2020;0;0;Nicaragua
5;12;2020;0;0;Nicaragua
4;12;2020;0;0;Nicaragua
3;12;2020;0;0;Nicaragua
2;12;2020;54;1;Nicaragua
1;12;2020;0;0;Nicaragua
14;12;2020;59;0;Niger
13;12;2020;39;0;Niger
12;12;2020;34;0;Niger
11;12;2020;48;1;Niger
10;12;2020;91;0;Niger
9;12;2020;93;1;Niger
8;12;2020;38;1;Niger
7;12;2020;67;0;Niger
6;12;2020;63;0;Niger
5;12;2020;86;1;Niger
4;12;2020;0;0;Niger
3;12;2020;54;1;Niger
2;12;2020;38;3;Niger
1;12;2020;32;2;Niger
14;12;2020;418;3;Nigeria
13;12;2020;617;4;Nigeria
12;12;2020;796;0;Nigeria
11;12;2020;675;6;Nigeria
10;12;2020;474;2;Nigeria
9;12;2020;550;1;Nigeria
8;12;2020;390;1;Nigeria
7;12;2020;318;0;Nigeria
6;12;2020;310;1;Nigeria
5;12;2020;324;0;Nigeria
4;12;2020;343;2;Nigeria
3;12;2020;77;1;Nigeria
2;12;2020;326;3;Nigeria
1;12;2020;145;0;Nigeria
14;12;2020;613;25;North_Macedonia
13;12;2020;981;19;North_Macedonia
12;12;2020;1161;26;North_Macedonia
11;12;2020;929;28;North_Macedonia
10;12;2020;502;46;North_Macedonia
9;12;2020;1120;28;North_Macedonia
8;12;2020;364;25;North_Macedonia
7;12;2020;657;23;North_Macedonia
6;12;2020;981;24;North_Macedonia
5;12;2020;1099;30;North_Macedonia
4;12;2020;1341;22;North_Macedonia
3;12;2020;945;33;North_Macedonia
2;12;2020;1067;29;North_Macedonia
1;12;2020;335;32;North_Macedonia
14;12;2020;0;0;Northern_Mariana_Islands
13;12;2020;0;0;Northern_Mariana_Islands
12;12;2020;0;0;Northern_Mariana_Islands
11;12;2020;0;0;Northern_Mariana_Islands
10;12;2020;0;0;Northern_Mariana_Islands
9;12;2020;2;0;Northern_Mariana_Islands
8;12;2020;2;0;Northern_Mariana_Islands
7;12;2020;3;0;Northern_Mariana_Islands
6;12;2020;0;0;Northern_Mariana_Islands
5;12;2020;0;0;Northern_Mariana_Islands
4;12;2020;0;0;Northern_Mariana_Islands
3;12;2020;0;0;Northern_Mariana_Islands
2;12;2020;0;0;Northern_Mariana_Islands
1;12;2020;0;0;Northern_Mariana_Islands
14;12;2020;0;0;Norway
13;12;2020;0;0;Norway
12;12;2020;498;5;Norway
11;12;2020;362;21;Norway
10;12;2020;459;0;Norway
9;12;2020;381;2;Norway
8;12;2020;951;5;Norway
7;12;2020;0;0;Norway
6;12;2020;0;0;Norway
5;12;2020;403;1;Norway
4;12;2020;377;2;Norway
3;12;2020;441;17;Norway
2;12;2020;324;2;Norway
1;12;2020;1079;4;Norway
14;12;2020;571;8;Oman
13;12;2020;0;0;Oman
12;12;2020;0;0;Oman
11;12;2020;179;2;Oman
10;12;2020;165;7;Oman
9;12;2020;210;2;Oman
8;12;2020;229;8;Oman
7;12;2020;557;9;Oman
6;12;2020;0;0;Oman
5;12;2020;0;0;Oman
4;12;2020;184;5;Oman
3;12;2020;237;0;Oman
2;12;2020;209;7;Oman
1;12;2020;215;5;Oman
14;12;2020;2362;36;Pakistan
13;12;2020;3369;72;Pakistan
12;12;2020;2729;71;Pakistan
11;12;2020;3047;50;Pakistan
10;12;2020;3138;56;Pakistan
9;12;2020;2963;60;Pakistan
8;12;2020;2885;89;Pakistan
7;12;2020;3795;37;Pakistan
6;12;2020;3308;58;Pakistan
5;12;2020;3119;43;Pakistan
4;12;2020;3262;55;Pakistan
3;12;2020;3499;39;Pakistan
2;12;2020;2829;75;Pakistan
1;12;2020;2458;66;Pakistan
14;12;2020;1639;17;Palestine
13;12;2020;1855;33;Palestine
12;12;2020;1743;21;Palestine
11;12;2020;2187;24;Palestine
10;12;2020;1879;23;Palestine
9;12;2020;1599;19;Palestine
8;12;2020;1720;20;Palestine
7;12;2020;2333;17;Palestine
6;12;2020;1422;15;Palestine
5;12;2020;1968;17;Palestine
4;12;2020;2738;19;Palestine
3;12;2020;2180;16;Palestine
2;12;2020;1854;13;Palestine
1;12;2020;2752;18;Palestine
14;12;2020;2422;25;Panama
13;12;2020;2806;22;Panama
12;12;2020;2355;22;Panama
11;12;2020;2447;23;Panama
10;12;2020;1811;23;Panama
9;12;2020;1936;29;Panama
8;12;2020;1511;19;Panama
7;12;2020;1812;20;Panama
6;12;2020;2300;19;Panama
5;12;2020;2388;13;Panama
4;12;2020;1880;27;Panama
3;12;2020;2028;16;Panama
2;12;2020;1505;19;Panama
1;12;2020;1077;19;Panama
14;12;2020;5;0;Papua_New_Guinea
13;12;2020;0;0;Papua_New_Guinea
12;12;2020;36;1;Papua_New_Guinea
11;12;2020;0;0;Papua_New_Guinea
10;12;2020;0;0;Papua_New_Guinea
9;12;2020;13;0;Papua_New_Guinea
8;12;2020;0;0;Papua_New_Guinea
7;12;2020;0;0;Papua_New_Guinea
6;12;2020;0;0;Papua_New_Guinea
5;12;2020;2;0;Papua_New_Guinea
4;12;2020;0;0;Papua_New_Guinea
3;12;2020;0;0;Papua_New_Guinea
2;12;2020;14;0;Papua_New_Guinea
1;12;2020;0;0;Papua_New_Guinea
14;12;2020;669;16;Paraguay
13;12;2020;800;10;Paraguay
12;12;2020;1155;13;Paraguay
11;12;2020;812;13;Paraguay
10;12;2020;725;14;Paraguay
9;12;2020;698;15;Paraguay
8;12;2020;803;19;Paraguay
7;12;2020;707;20;Paraguay
6;12;2020;1736;37;Paraguay
5;12;2020;0;0;Paraguay
4;12;2020;995;13;Paraguay
3;12;2020;1003;12;Paraguay
2;12;2020;1055;15;Paraguay
1;12;2020;518;13;Paraguay
14;12;2020;1928;68;Peru
13;12;2020;2102;65;Peru
12;12;2020;1832;45;Peru
11;12;2020;1799;44;Peru
10;12;2020;691;54;Peru
9;12;2020;1505;77;Peru
8;12;2020;1204;50;Peru
7;12;2020;1224;43;Peru
6;12;2020;1828;36;Peru
5;12;2020;2014;91;Peru
4;12;2020;1771;28;Peru
3;12;2020;1847;45;Peru
2;12;2020;1623;65;Peru
1;12;2020;1075;43;Peru
14;12;2020;1069;3;Philippines
13;12;2020;1292;21;Philippines
12;12;2020;1499;8;Philippines
11;12;2020;1376;24;Philippines
10;12;2020;1379;7;Philippines
9;12;2020;1386;98;Philippines
8;12;2020;1565;18;Philippines
7;12;2020;1765;28;Philippines
6;12;2020;1724;17;Philippines
5;12;2020;932;63;Philippines
4;12;2020;1056;10;Philippines
3;12;2020;1432;18;Philippines
2;12;2020;1295;26;Philippines
1;12;2020;1766;19;Philippines
14;12;2020;8976;188;Poland
13;12;2020;11499;502;Poland
12;12;2020;13105;544;Poland
11;12;2020;13750;470;Poland
10;12;2020;12166;568;Poland
9;12;2020;8310;411;Poland
8;12;2020;4421;92;Poland
7;12;2020;9176;228;Poland
6;12;2020;12427;502;Poland
5;12;2020;13236;531;Poland
4;12;2020;14863;620;Poland
3;12;2020;13823;609;Poland
2;12;2020;9113;449;Poland
1;12;2020;5736;121;Poland
14;12;2020;4044;98;Portugal
13;12;2020;4413;88;Portugal
12;12;2020;5080;95;Portugal
11;12;2020;3134;86;Portugal
10;12;2020;4097;70;Portugal
9;12;2020;2905;81;Portugal
8;12;2020;2597;78;Portugal
7;12;2020;3834;87;Portugal
6;12;2020;6087;73;Portugal
5;12;2020;4935;79;Portugal
4;12;2020;3772;79;Portugal
3;12;2020;3384;68;Portugal
2;12;2020;2401;72;Portugal
1;12;2020;3262;78;Portugal
14;12;2020;1104;6;Puerto_Rico
13;12;2020;1561;17;Puerto_Rico
12;12;2020;2730;11;Puerto_Rico
11;12;2020;494;19;Puerto_Rico
10;12;2020;721;13;Puerto_Rico
9;12;2020;1062;3;Puerto_Rico
8;12;2020;1382;11;Puerto_Rico
7;12;2020;2480;7;Puerto_Rico
6;12;2020;1055;12;Puerto_Rico
5;12;2020;618;18;Puerto_Rico
4;12;2020;437;11;Puerto_Rico
3;12;2020;588;22;Puerto_Rico
2;12;2020;1041;16;Puerto_Rico
1;12;2020;1290;12;Puerto_Rico
14;12;2020;0;0;Qatar
13;12;2020;281;0;Qatar
12;12;2020;164;0;Qatar
11;12;2020;163;0;Qatar
10;12;2020;150;1;Qatar
9;12;2020;117;0;Qatar
8;12;2020;178;0;Qatar
7;12;2020;125;0;Qatar
6;12;2020;140;0;Qatar
5;12;2020;166;0;Qatar
4;12;2020;221;0;Qatar
3;12;2020;255;1;Qatar
2;12;2020;168;1;Qatar
1;12;2020;185;0;Qatar
14;12;2020;4435;121;Romania
13;12;2020;6333;148;Romania
12;12;2020;6460;168;Romania
11;12;2020;7067;127;Romania
10;12;2020;7365;161;Romania
9;12;2020;7439;213;Romania
8;12;2020;3660;127;Romania
7;12;2020;5231;134;Romania
6;12;2020;8072;134;Romania
5;12;2020;8062;176;Romania
4;12;2020;7661;211;Romania
3;12;2020;4916;135;Romania
2;12;2020;4272;199;Romania
1;12;2020;3826;138;Romania
14;12;2020;28080;488;Russia
13;12;2020;28137;560;Russia
12;12;2020;28585;613;Russia
11;12;2020;27927;562;Russia
10;12;2020;26190;559;Russia
9;12;2020;26097;562;Russia
8;12;2020;28142;456;Russia
7;12;2020;29039;457;Russia
6;12;2020;28782;508;Russia
5;12;2020;27403;569;Russia
4;12;2020;28145;554;Russia
3;12;2020;25345;589;Russia
2;12;2020;26402;569;Russia
1;12;2020;26338;368;Russia
14;12;2020;131;0;Rwanda
13;12;2020;100;2;Rwanda
12;12;2020;79;1;Rwanda
11;12;2020;71;0;Rwanda
10;12;2020;41;2;Rwanda
9;12;2020;46;0;Rwanda
8;12;2020;62;0;Rwanda
7;12;2020;45;0;Rwanda
6;12;2020;41;0;Rwanda
5;12;2020;32;1;Rwanda
4;12;2020;17;0;Rwanda
3;12;2020;46;1;Rwanda
2;12;2020;14;0;Rwanda
1;12;2020;15;1;Rwanda
14;12;2020;0;0;Saint_Kitts_and_Nevis
13;12;2020;0;0;Saint_Kitts_and_Nevis
12;12;2020;1;0;Saint_Kitts_and_Nevis
11;12;2020;1;0;Saint_Kitts_and_Nevis
10;12;2020;0;0;Saint_Kitts_and_Nevis
9;12;2020;0;0;Saint_Kitts_and_Nevis
8;12;2020;0;0;Saint_Kitts_and_Nevis
7;12;2020;0;0;Saint_Kitts_and_Nevis
6;12;2020;3;0;Saint_Kitts_and_Nevis
5;12;2020;0;0;Saint_Kitts_and_Nevis
4;12;2020;0;0;Saint_Kitts_and_Nevis
3;12;2020;0;0;Saint_Kitts_and_Nevis
2;12;2020;0;0;Saint_Kitts_and_Nevis
1;12;2020;0;0;Saint_Kitts_and_Nevis
14;12;2020;1;0;Saint_Lucia
13;12;2020;0;0;Saint_Lucia
12;12;2020;0;0;Saint_Lucia
11;12;2020;4;1;Saint_Lucia
10;12;2020;0;1;Saint_Lucia
9;12;2020;0;0;Saint_Lucia
8;12;2020;5;0;Saint_Lucia
7;12;2020;0;0;Saint_Lucia
6;12;2020;3;0;Saint_Lucia
5;12;2020;0;0;Saint_Lucia
4;12;2020;1;0;Saint_Lucia
3;12;2020;2;0;Saint_Lucia
2;12;2020;0;0;Saint_Lucia
1;12;2020;2;0;Saint_Lucia
14;12;2020;4;0;Saint_Vincent_and_the_Grenadines
13;12;2020;0;0;Saint_Vincent_and_the_Grenadines
12;12;2020;3;0;Saint_Vincent_and_the_Grenadines
11;12;2020;0;0;Saint_Vincent_and_the_Grenadines
10;12;2020;4;0;Saint_Vincent_and_the_Grenadines
9;12;2020;0;0;Saint_Vincent_and_the_Grenadines
8;12;2020;0;0;Saint_Vincent_and_the_Grenadines
7;12;2020;0;0;Saint_Vincent_and_the_Grenadines
6;12;2020;0;0;Saint_Vincent_and_the_Grenadines
5;12;2020;0;0;Saint_Vincent_and_the_Grenadines
4;12;2020;2;0;Saint_Vincent_and_the_Grenadines
3;12;2020;0;0;Saint_Vincent_and_the_Grenadines
2;12;2020;0;0;Saint_Vincent_and_the_Grenadines
1;12;2020;0;0;Saint_Vincent_and_the_Grenadines
14;12;2020;15;0;San_Marino
13;12;2020;24;1;San_Marino
12;12;2020;40;1;San_Marino
11;12;2020;34;0;San_Marino
10;12;2020;34;1;San_Marino
9;12;2020;0;0;San_Marino
8;12;2020;11;0;San_Marino
7;12;2020;0;0;San_Marino
6;12;2020;33;1;San_Marino
5;12;2020;42;1;San_Marino
4;12;2020;27;0;San_Marino
3;12;2020;37;0;San_Marino
2;12;2020;38;0;San_Marino
1;12;2020;26;1;San_Marino
14;12;2020;0;0;Sao_Tome_and_Principe
13;12;2020;0;0;Sao_Tome_and_Principe
12;12;2020;0;0;Sao_Tome_and_Principe
11;12;2020;4;0;Sao_Tome_and_Principe
10;12;2020;0;0;Sao_Tome_and_Principe
9;12;2020;3;0;Sao_Tome_and_Principe
8;12;2020;3;0;Sao_Tome_and_Principe
7;12;2020;0;0;Sao_Tome_and_Principe
6;12;2020;0;0;Sao_Tome_and_Principe
5;12;2020;2;0;Sao_Tome_and_Principe
4;12;2020;0;0;Sao_Tome_and_Principe
3;12;2020;1;0;Sao_Tome_and_Principe
2;12;2020;5;0;Sao_Tome_and_Principe
1;12;2020;2;0;Sao_Tome_and_Principe
14;12;2020;139;12;Saudi_Arabia
13;12;2020;166;13;Saudi_Arabia
12;12;2020;168;11;Saudi_Arabia
11;12;2020;141;10;Saudi_Arabia
10;12;2020;159;13;Saudi_Arabia
9;12;2020;193;12;Saudi_Arabia
8;12;2020;209;12;Saudi_Arabia
7;12;2020;187;11;Saudi_Arabia
6;12;2020;190;14;Saudi_Arabia
5;12;2020;234;10;Saudi_Arabia
4;12;2020;230;11;Saudi_Arabia
3;12;2020;249;12;Saudi_Arabia
2;12;2020;263;11;Saudi_Arabia
1;12;2020;232;12;Saudi_Arabia
14;12;2020;78;0;Senegal
13;12;2020;104;4;Senegal
12;12;2020;127;2;Senegal
11;12;2020;101;2;Senegal
10;12;2020;112;1;Senegal
9;12;2020;0;0;Senegal
8;12;2020;76;2;Senegal
7;12;2020;80;1;Senegal
6;12;2020;100;1;Senegal
5;12;2020;80;1;Senegal
4;12;2020;44;2;Senegal
3;12;2020;66;0;Senegal
2;12;2020;18;0;Senegal
1;12;2020;14;0;Senegal
14;12;2020;4995;56;Serbia
13;12;2020;5679;48;Serbia
12;12;2020;6534;55;Serbia
11;12;2020;7393;56;Serbia
10;12;2020;7804;54;Serbia
9;12;2020;7818;57;Serbia
8;12;2020;6557;56;Serbia
7;12;2020;5809;58;Serbia
6;12;2020;6903;57;Serbia
5;12;2020;7782;69;Serbia
4;12;2020;7802;61;Serbia
3;12;2020;7919;52;Serbia
2;12;2020;7999;48;Serbia
1;12;2020;6224;55;Serbia
14;12;2020;0;0;Seychelles
13;12;2020;0;0;Seychelles
12;12;2020;0;0;Seychelles
11;12;2020;3;0;Seychelles
10;12;2020;0;0;Seychelles
9;12;2020;0;0;Seychelles
8;12;2020;0;0;Seychelles
7;12;2020;0;0;Seychelles
6;12;2020;0;0;Seychelles
5;12;2020;1;0;Seychelles
4;12;2020;0;0;Seychelles
3;12;2020;0;0;Seychelles
2;12;2020;0;0;Seychelles
1;12;2020;10;0;Seychelles
14;12;2020;0;0;Sierra_Leone
